,filename,sentence,PiPP
864386,kades-dark-embrace.epub.txt,Sydney's heart squeezed as she noticed at least two dozen lit candles scattered all over her room.,F
4568014,the-music-box.epub.txt,There was much pushing and shouting as everyone wanted to have the ringside view.,F
3653318,worlds-without-end-the-mission-book-1.epub.txt,Nichelle looked at Koroan as she tried to hide her anxiety.,F
550168,accidental-memory-in-the-case-of-death.epub.txt,"He glances around quickly, as though wary of anyone having seen them, and on finding the quad as good as deserted save for distanced voices—a faraway visitor taking a picture of old corridor arches—turns back to Anthony, licking his lips as he says,

""Not here.""",F
1642711,steel-maiden.epub.txt,I held my breath and ran as fast as I could.,F
1916141,burns-world-book-1.epub.txt,Then he lifts her off the ground as they kiss with tongue for an hour.,F
4280778,the-chronicles-of-soone-warrior-rising.epub.txt,"More trainees appeared daily as the migration from Castai-Origin continued, despite the threat of the Baruk.",F
1426626,gamma-nine-book-one.epub.txt,"The atrocities of the mindless were, as the future would teach us, nothing compared to the real reason for the scream being unleashed upon us.",F
3152395,of-such-is-the-kingdom-part-i-discontent-and-insurrection-a-.epub.txt,"On the one hand, I desire to be as free as possible from the influence of the world system with its great emphasis on the material._ _I_ _have been doing business only because it has been necessary for my own personal survival.",F
4725717,hemlock-and-the-dead-gods-legacy.epub.txt,Seeing the Priest gave her some comfort as she felt a closeness to the events of that terrible morning that she had tried so hard to forget.,F
4861539,the-parallel-conspiracy-a-mystery-adventure-of-alternate-wor.epub.txt,"He was so close to the edge that when he turned, wisps of his long, dark hair floated around the corner then disappeared again as they settled back to his head.",F
1613694,perpetual-nightmare.epub.txt,I felt like I would vomit as my stomach churned and my head spun.,F
1981596,resident-evil-legends-part-two-the-arklay-outbreak.epub.txt,"""And so I'm leaving Raccoon City as of this evening.",F
3215488,the-human-soul-processing-addictions.epub.txt,"Spirits create tiredness by sucking energy from us

Participant: AJ, when the spirits are there, they're present in your space potentially, you've got your addictions; they've been drawn to your space as a result of your addictions.",F
4737325,the-choice.epub.txt,"**Click here to order your copy

**Read Excerpt from Don't Stop Me**

There were times memories would come out of nowhere and hold him still for a moment as if he were a hostage.",F
1394991,compostela.epub.txt,Tom called out as he disconnected the phone.,F
4965652,relationship-with-god-putting-it-all-together-sessions-1-2.epub.txt,"Aspects of the soul that God created, such as personality, cannot be released

For instance if you believe your personality is that you don't like men very much, that's not a personality.",F
569749,ersatz-krieg-a-true-story-of-men-captured-but-not-conquered.epub.txt,"My foot had no use in it and I could hardly move, but I stayed upright and staggered on as the Germans herded us away.",F
1655174,jiyu-the-unfinished-work-of-rick-haydn-horst.epub.txt,"We did not know Julien as we believed, and nothing would change that.",F
5456586,the-heros-chamber.epub.txt,"Kaya hesitantly offered her hands, sighing with worry and regret as they came together.",F
622470,the-tie-that-binds.epub.txt,"""That coffee smells good,"" as she released his neck and went for the coffee on the kitchen counter.",F
2851797,garden-of-sin.epub.txt,"He turned as quickly as his knee would allow it and watched as one of the boys, engulfed in a ball of fire, tumbled from the top window of his house and down onto the parched grass.",F
3298746,chasm-waxing-a-startup-cyber-thriller.epub.txt,"*

In GAMESPACE, the scenario had gone just as well, although the Marine was grating on Saul.",F
1358143,these-truths.epub.txt,"""Come in, sir,"" she said as a loud click sounded out from the door.",F
3538135,reunion-at-university-avenue.epub.txt,"She began fussing with the way the dress fit her form – or didn't, as she suspected.",F
1637179,ancient-fire-danger-boy-series-1.epub.txt,"Thea rises up, then shrieks as Clyne leaps down from the head of the statue above us.",F
4845893,a-practical-guidebook-for-lucid-dreaming-and-out-of-body-tra.epub.txt,"I awoke at five o'clock in the morning, but felt very tired and knew that I'd fall asleep again as soon as I lie down.",F
1655797,four-for-death.epub.txt,He turned and chuckled as he studied his partner.,F
5540353,across.epub.txt,She slid as far as she could to the ground and stretched her feet all the way across the floor till they pressed against the dresser and she formed a right triangle with the floor and bed.,F
574126,a-small-qango-reminiscences-of-the-home-budgeting-advisory-c.epub.txt,Some of the first consultants were used almost immediately as regional seminars were prepared for three more centres.,F
1494181,cape-cods-figure-in-black.epub.txt,"The Inn was fully occupied, as was generally the case during the busy summer season.",F
717778,whos-4-a-treasure.epub.txt,"Send word to the Swill and Donkey in Clemville and I'll be here as fast as I can.""",F
2194770,hammers-of-thor.epub.txt,As soon as Raven looked forward again she saw that she was only inches from the back of a riot cop.,F
5507514,civilisation-of-virtues-ii.epub.txt,"Whenever he saw his foster mother, Halima Hatun (who wet-nursed him as a baby), he would address her as: ""Mother dearest, mother dearest"" and show great affection, love and respect for her.",F
3113663,nikolas-and-company-book-2-when-boats-breathe-and-cities-spe.epub.txt,"Nikolas said, trying to stand as straight as possible under Xanthus's weight.",F
2344296,thank-you-very-much-to-god-and-to-you.epub.txt,"Our goal is to hit the mark as we pursue our desire to Love God, to Love others and to Love ourselves more and more daily.",F
1393327,feelin-good-feelin-great.epub.txt,"Everything is a learning experience -** When you view everything as a learning experience, failures become lessons.",F
2682581,the-journey-to-northumberland-the-rise-of-the-undertoads.epub.txt,"""What do you suggest then Louis"" asked Tessie as she began to look about the forest once more, ""there are no other shelters out here except that witches hut?""",F
5265260,buried-truth.epub.txt,My arm flexes as I'm trying to push myself up.,F
3632244,shadow-magc-six-strong-heroines-of-urban-fantasy.epub.txt,My hand hovered over the door latch as rush-hour gridlock slowed the surrounding traffic--and Sebastien's car--to a crawl.,F
2286982,red-shift-the-odds-censored-version.epub.txt,"If you don't have the balls for it—"" Blake paused, then pointed to the front door as they passed it.",F
3580653,the-crystals-of-destiny-trilogy-legend-1-avangar.epub.txt,Father was hugging Eriana as she gently wept.,F
4585898,science-fiction-fantasy-horror-collection-volume-1.epub.txt,"I put a hand to it as butterflies flutter all around my stomach and keep bumping into the walls, giving me a bellyache.",F
1029937,if-you-cut-a-tree-you-cut-your-own-mother-poems-on-environme.epub.txt,"Yes love was profusely there in the air; Love was

profusely there in every synergistically beautiful

element of this gigantic earth; Love was profusely

there in every human poignantly existing,

And more exclusively than anything; Love had taken an

immortal bondage of their hearts tonight; with their

innocent spirits amalgamating as a singleton idol of

unconquerable timelessness; under the milky downpour

of the sacrosanct Moon.",F
3090228,the-great-indoors.epub.txt,"which meant that he was as the lord brought him to this life (in terms of attire, not shape) when he finally opened the door.",F
5759344,twilight-gigolo-mm-boys-love-yaoi.epub.txt,Gabriel asked as he eyed that plastic tube suspiciously.,F
4373441,wasted-lives-a-detective-mike-bridger-novel.epub.txt,"She looked at Brian as if looking for permission to carry on ""It was quite disturbing...",F
5295056,single-stroke-english-long-edition.epub.txt,"Kapital-i, in ""I, myself"" now spels _Il_ as in _isle_ or _aisle_.",F
883711,the-travellers.epub.txt,So much for incognito I thought as I tried to do my best alarmed impression.,F
2334669,debunkanji-chinese-glyphs-used-in-japanese.epub.txt,"Glyphs missing from the font set or not displayable may appear as rectangles, question marks, some other form, or not at all._

 UPDATE

lowest rank, foot soldier, finally at last, service provider, comfort woman, dying, to die, to die for, come to the end

_On-yomi_ [ Toggle _rōmaji_ ]

ソツ ・ シュツ  
SO TSU ・ SHU TSU

_Kun-yomi_

そっ(する ・ お(える ・ お(わる ・ ついに ・ にわか  
so s su ru ・ o e ru ・ o wa ru ・ tsu i ni ・ ni wa ka

  * Show details
  * Hide details
  * 卆
  * Toggle _F_ ont

#### Glyph elements

九

 · キュウ · ク · ここの · ...nine; spurting, numerous times, to multiply ...ERECT, COPULATING with LATERAL MOTION ...or: QUICK MOVEMENT, ERECTION THRUSTING FORWARD ...or: HAND on PENIS ...or: ROD in COPULATION

* * *

十

 · ジュウ · ジッ · ジュッ · とお · ...filled completely, perfectly full; screwing, rotate, twisting, turning; crossed shape; closing a hole or other opening, plugged, blocked; needle; ten ...VERTICALLY and HORIZONTALLY ...or: TOP TO BOTTOM and SIDE TO SIDE

* * *

Meanings of elements:

SPURTING with the NEEDLE  
...or: SPURTING in ROTATION  
...or: ERECT, THRUSTING FORWARD and SCREWING, TWISTING

""spurting with the needle"" describes a bougie reaming session: scarring from sexually transmitted diseases can cause both a shortened penis and a bent or curled penis, especially when attempting to become erect; this scarring can be removed somewhat by reaming the urethra with a long, thin rasp file, known as a BOUGIE; gonorrhea and other such diseases cause scar tissue to form within the urethra

""spurting in rotation"" used as an element meaning GRUNT-LEVEL FOOT SOLDIER, perhaps as they are being slaughtered by an enemy; as ""multiplied twisting"" wields a weapon, perhaps a forward-thrusting spearing tool, or may refer to the fact that the 'all-volunteer army system' sometimes needed to conscript foot soldiers using strong-arm twisting tactics to go and DIE as SERVANTS of the lord, FINALLY, AT LAST

""nine, spurting and screwing"" is the simplified replacement for 卒, 率, and 卛: ""palming head while following submissively and obediently in rotation"" preparing one's erection while waiting in queue outside the meat wagons of so-called 'COMFORT WOMEN' as the LOWEST RANK SERVANT (undeniably, a person cannot get lower than that) ...during World War II, Japanese soldiers were each allotted three minutes with a comfort woman, hence there was literally no time to lose, time was of the essence, and so on; ""palming head while in line for screwing the service provider"" also in that case meaning FINALLY, AT LAST arriving on cloud nine, TO DIE FOR taking their turn with the LOWEST SLAVES for ""spurting in rotation"" with foot soldiers; it is noteworthy that these are all _Chinese_ glyphs, indicating that the Japanese did not invent the concept of comfort women ...rather, all armies used them in the past; this glyph with 'person' 伜 means 'penis, punk')

some scholars say this glyph was also used to represent a twisting device that needed a strong arm to twist hemp fibers into rope that were collected from processed cannabis stalks, but that interpretation seems a bit inadequate to explain the given meanings

military use of comfort women was not a Japanese invention, originally ...everyone did it: pirates, bandits, gangs, armies the world over ...because they _could_ ; see this researcher's website blog and well-documented published material to learn about the relationship between Japan and Korea prior to WWII, who it was that actually recruited Korean women as army service providers (in nearly all cases), and who is behind why this issue remains a propaganda flashpoint today:  
""I first confronted the comfort women issue in 1991.",F
5555424,behind-the-mask.epub.txt,Perhaps you meant it as a gift for .,F
1374727,milieu-dawn.epub.txt,The hotel still looked as though it had been hammered into the side of the mountain top by a giant with a huge sledgehammer.,F
3604372,cymbal.epub.txt,"A 'Polizist' (policeman) handed me a form and it became clear that my present address would not count as permaent so, my first priority, was the finding of such an address.",F
3891830,revelation-prophecy-fulfilled.epub.txt,"He and his brother had to maneuver quietly through the others, as most already slept.",F
1094599,aacr-2017-proceedings-abstracts-3063-5947.epub.txt,"It illustrated the heterogeneity of tumor immune areas.The development of immunotherapies such as IDO1 inhibitors requires a deep understanding of the interplay between the immune system and cancer cells, these immune endogenous metabolites can now be followed by QMSI and as biomarkers towards enhancing immunotherapies efficiency.",F
5071850,the-spirit-trilogy-spirit-book-1.epub.txt,As soon as I got up I went into the lounge and found Alec sitting at the table.,F
1778421,the-healer-messiah-turning-enemies-into-trustworthy-opponent.epub.txt,"It contained all kinds of four-footed animals, as well as reptiles and birds.",F
3989176,build-a-writing-team.epub.txt,"Spears hover at shoulder height—grunts, and motions are used to communicate as the men surround the exhausted prey.",F
1262828,the-devils-in-my-bathroom.epub.txt,"""I just want to get home as quickly as possible.""",F
4925523,supermundane.epub.txt,"Just as there are three worlds, there are also three levels of thought.",F
3361295,designed-to-love.epub.txt,"A few seconds later, they reappear darting in and out of the trees nervously and whining as they watch the two of us.",F
3141489,and-god-heard-the-incredible-true-story-of-a-mans-death-and-.epub.txt,I opened my eyes again as I breathed deeply.,F
4279392,under-a-million-stars.epub.txt,I felt her fingers on my face as she tipped the flask between my lips.,F
4701717,answering-aunt-bertha-regarding-her-god-and-faith.epub.txt,"His manner of speaking about others was of course quite typical of adult males in those days, as much a reflection of the times as real bigotry and intolerance.",F
4502114,fingerprints-of-god.epub.txt,We were receiving calls from as far away as the Philippines as our network of friends around the world began passing the word.,F
5223544,released-agents-of-evil-series-book-1.epub.txt,Max shouted as he shoved me out the double doors.,F
23229,ludhiana-diaries.epub.txt,"""It has been communicated to me today in my capacity as the representative of the seven ghosts of Ludhiana, that you, Vibhuti Lal, the ghost of freedom broke one of the ethereal laws this afternoon, by interfering with the functioning of the Angel of death.",F
865015,planet-high-school.epub.txt,"""Yes,"" I say, trying to sound as nonchalant as her.",F
1720046,the-narcissist.epub.txt,She pushed my head into the pillow as she panted heavily and irregularly.,F
2392929,character-types-of-the-unbelievers.epub.txt,"According to the morality of the religion, there is no such thing as superiority or inferiority of the male or female over one another, and therefore no competition between men and women.",F
4852903,the-dagger-key-and-the-lost-treasures-of-kebadon.epub.txt,"I'll be at the captain's bedside if anyone needs me,"" He said, adding in a soft voice as he went to the medic cabin.",F
5110410,dividers.epub.txt,A stout Italian waiter interrupts as he swoops in on the table from the right side of Earl.,F
813980,operation-phoenix-book-1-were-not-alone.epub.txt,He grabbed several troops as he went toward the corridor he saw the Bohinan take their captives.,F
77261,the-reaping-the-reapers-1.epub.txt,He shook his head and chuckled as though he was truly baffled.,F
5689991,nowhere-man.epub.txt,"She read the name—Mark Butler—the same as the invoice, but why?",F
212849,the-samurai-strategy.epub.txt,"Because, then as now, technology and politics had a way of getting mixed together in Japan, and Tamba was a perfect example.",F
800545,restoration.epub.txt,They barricaded themselves in the back bedroom of the house as a last ditch effort but the looters were beating down the door of the room and his father knew they would likely be killed by these criminals that had been on a rampage across the country.,F
626792,the-ghost-of-st-elmo.epub.txt,The plane's belly felt as though it was lifting into the air.,F
3424015,seakeeper.epub.txt,I nodded towards the two older men as they met.,F
2449547,zinovys-journey.epub.txt,"They'd traveled two days without incident, but now Archie summoned Zinovy and Eric to the group of trees he'd chosen as headquarters for the night.",F
2051786,tempt.epub.txt,"He drives two fingers into me, hooking them just as the flat of his tongue swipes at my clit.",F
1399777,gingezel-3-fault-by-judi-suni-hall-phd-and-donald-s-hall-phd.epub.txt,"*****

Chapter 6

Jan, Arn, and Rhea were standing there in their Genie pilot's uniforms scanning the crowd much as he and Martine had.",F
218946,shadows-in-the-dark.epub.txt,They acted as though nothing had ever happened.,F
5719411,the-hour-of-trial-the-pattern-of-the-age-and-the-hour-the-wo.epub.txt,_Striking the nations_ and _ruling them with a rod of iron_ describe both the righteous judgment of the nations as well as the harvest of the saints that both happen at His return.,F
3070403,races-of-armis-emerald-wings.epub.txt,His fingers lingered a little longer as they brushed across her red lips.,F
2850121,global-warming-fun-5-its-a-dry-heat.epub.txt,"""They have doubts about the usefulness of exchanging ideas with water-based lifeforms, and with accelerating their pace of thought to match that of humans as we Stone-Coats of Giants' Rest have done.",F
3253528,she-speaks-to-angels.epub.txt,"He emphasized ""have to"" as if I had no other choice, but choices circled my mind: running out of the room and never returning, calling to Kian to fly me away, sealing my mouth shut.",F
762848,a-forgotten-first-national-championship-the-1914-army-footba.epub.txt,"Ernest Hemmingway referred to the generation who came of age during World War I as the ""Lost Generation.""",F
4771149,just-a-meal.epub.txt,I choke as I try to breathe from the impact.,F
4551354,the-three-loves-trilogy.epub.txt,"Back in the bustle of High Street, they listened to a chain rattle as he locked the door.",F
2814167,the-legend-of-the-firewalker-book-1.epub.txt,"""I'll take that as a yes.""",F
213089,the-samurai-strategy.epub.txt,She laughed as she sampled the water with her toe.,F
2287192,red-shift-the-odds-censored-version.epub.txt,I'm picking he's acting as some kind of foreign consul to the government or something.,F
4100570,summer-blast-2019-collection-of-science-fiction-fantasy-horr.epub.txt,"""Hmm..."" she states as she glances at me and then turns her attention back to the road.",F
5716775,revenant-into-the-abyss.epub.txt,"""But to answer the question, I'd probably either be doing some unarmed combat training or hitting the gym, as boring as that sounds,"" he said.",F
5101588,the-weathermaker-prince-of-light-part-1-of-2.epub.txt,"She pulled back then, as she approached it.",F
132145,trip.epub.txt,He cried out as a brown octopus tentacle lashed out at him and splashed water everywhere then slither back into the drain.,F
1092468,tales-of-the-arter-gems-episode-i-the-prophet-and-her-legacy.epub.txt,The weirdest part though is the lit pipe in its mouth.,F
212467,the-society-of-imaginary-friends.epub.txt,"The crowd moved as one, racing around the still pool.",F
2164823,pierced.epub.txt,"I look up to see him standing in the same spot, his expression intense as he takes me in.",F
741260,chimpanzees-in-dungarees-the-collection.epub.txt,"Thirty years later, now that these same people are celebrating a landmark birthday, the search for decent photos of the time is as fruitless as my nephew's diet.",F
1200070,budding-magic.epub.txt,Jay was startled as the little redhead ran ahead of him toward the yard.,F
2450601,pruforkers-way.epub.txt,"We'll have a chance this arternoon, I see, to bear away for the mission-ship, an' git somethin' for yer shins, and a bandage for Spivin's cut, as well as some cuffs for them that wants 'em.",F
989474,on-edge-decorah-security-series-book-1.epub.txt,"Lilith, in the same pose as when Frank had first seen her in here.",F
1783197,castin-all-the-stones.epub.txt,Noel rubbed her back gently as she moved toward the door.,F
3053959,advent.epub.txt,"We all watched as the big cats went to her and she greeted them, and in the background I heard the messenger relay the situation to Empress Shade.",F
2630947,stillpoint-a-novel-of-war-peace-politics-and-palestine.epub.txt,I want you to represent them in such a way as to not alienate others.,F
998155,perfectly-normal.epub.txt,"""Yeah,"" she says as if it's the most natural thing in the world.",F
1704626,disposable-lives.epub.txt,I hadn't thought she'd be quite so crazy about Jess's misfortune but I'd forgotten about her own drama with Justin and how quickly he'd moved on or simply moved in as we'd heard it.,F
5144076,fate-of-thorik.epub.txt,Dare placed his other hand onto Ambrosius' forearm and held it firm as he tightened his hold on the taller man's hand and shook hard.,F
3365270,redemptions-edge.epub.txt,"It had been as if someone had thrown cold water over him, and with it, a dose of reality.",F
1319309,with-this-ring-i-thee-dread.epub.txt,"Turning to Cindy, she explained, ""I'm not as trusting as you are, Cin.""",F
254579,of-pagan-gods-and-other-tales.epub.txt,"""Sounds to me as if the storm has already passed,"" Caleb countered.",F
1433525,the-path-to-happiness-and-wealth.epub.txt,"I saw one couple as clients who won big amounts on the lottery scratch-off cards, only to blow through it and be left worse off than ever.",F
5249249,gideon-the-marujan-brothers-series-book-two.epub.txt,I also liked how the author was able to perfectly bring out Haden's personality as the story progresses...I REALLY can't wait to see what the author has in store for his brother Gideon in part two of this series!!,F
3850747,iron-dogs-and-caesars-ruby.epub.txt,Arkady blew out his breath through clenched teeth as he picked up another picture that clearly showed a very beautiful woman being escorted down the stairs of a small business jet by the Professor.,F
5737957,shimmer.epub.txt,"Alex sputtered, trying to object, but she continued on as if she were oblivious to his panicked denial.",F
1698783,spur-of-the-moment.epub.txt,Sometimes our zeal as Christians is a lot like Mark's drive for home base.,F
1972507,diamond-of-darkness.epub.txt,Rordan didn't know if the path qualified or if Master Beag counted as a vampire.,F
805499,pray-for-rain.epub.txt,He was known to have links to the Durden Raiders as well as the Shen Mi and the No Fingers Gang.,F
4883877,legal.epub.txt,"There's always been bad music; it's just not remembered as well as the good.""",F
1022952,200-most-frequently-used-turkish-words-2000-example-sentence.epub.txt,— [ I can't understand why John turned down a job as good as that. ],F
2740109,the-flyers.epub.txt,"Like postcards, pamphlets and small posters, flyers are a low-cost form of mass marketing or communication but what he meant was since we are categorized as a Sand flies, Butterflies, and Fireflies...

### Jacob has thought of creating a cool name that comes from the last word

### 'fly' hence, The Flyers.",F
1843102,camp-life.epub.txt,"And it was REALLY good to see Dara, eyes closing in pleasure as she licked a bit of melted chocolate off the side of her hand or bursting out laughing as Corinne burned yet another marshmallow.",F
3285456,slaves-of-jesus-the-christ.epub.txt,"If we sacrifice ourselves as slaves on the altar choosing Him being our Lord and King as more important than any material blessing, then He exposes, burns and destroys all the ungodly things which are in contradiction to His word and blood.",F
3095415,end-it-with-a-lie.epub.txt,"It would have been the only time that anyone had ever referred to Sudovich as 'Dear' of course, unless they were making reference to the cost of knowing him.",F
1654605,gunboy.epub.txt,Oliver watched Nadia's home grow smaller and smaller as they rose into the clouds and for a singular moment he was glad she would be safer without him.,F
5284772,the-omega-seed.epub.txt,"""Roger that, One,"" as the spaceship drifted horizontal to the west.",F
5083970,balancers-soul.epub.txt,Her eyes shot open again as Connor focused his hearing on a noise.,F
845267,the-mullinix-book-1-ascension.epub.txt,"He reread the contents again, feeling as sorry for the people in them as he did before.",F
1414236,the-loneliness-of-stars.epub.txt,"The penalty for mutiny, as we all know very well, is death.""",F
4315091,momentary-haze.epub.txt,"His sentences littered with words such as compunction, derivative, supercilious.",F
3634620,pabstrums-reckoning.epub.txt,"It's nothing to speak of, I must ask to as to why you are here?""",F
566576,index-of-suspicion.epub.txt,"""As far as I'm concerned you can dive into the lake right now.",F
2679560,the-seven-spirits-of-god.epub.txt,"Dictionary.com goes on to show the origin of forgive as ""before 900; for- + give; replacing Middle English foryiven, Old English forgiefan.""",F
2136243,startoucher.epub.txt,"Jake could feel their beings, their energies, as surely as he could feel the smoothness of Sarah's skin, the burning touch of her lips.",F
2925316,aacr-2019-proceedings-abstracts-2749-5314.epub.txt,"However, it required T cells as it showed no activity in nude mice.",F
2827851,prey-world-rebellion-beyond.epub.txt,"Both men finally drove to Mito in the east of Tokyo to join the Japanese army as volunteers, and to find accommodation in the local military camp.",F
4932100,global-warming-fun-2-ice-giants-wake.epub.txt,"""Each is as large as Hairless Bear or larger!""",F
4306332,intertwine.epub.txt,Lina's tears fell freely as she thought of them and all that she left behind.,F
4684857,forbidden-fruit-the-virgins-guardian-book-1.epub.txt,Seymour asked as he sipped his coffee.,F
3024373,phenom-lets-play-basketball.epub.txt,The boys were still laughing as we headed to the locker room?,F
1440917,keepers-of-the-blue-planet.epub.txt,"""We need to secure the closest conduits to Fort Campbell as quick as possible.""",F
2169197,men-of-truth-the-wasteland-soldier-4.epub.txt,"_He couldn't worry about him right now._

Reardon shouted as he fired, spitting hate through clenched brown teeth, coming down the road – murderer, rapist, war veteran, father.",F
5009,a-leap-of-fate-episode-5-the-journey-home.epub.txt,"Ron couldn't even comprehend what had happened for several seconds as the ship went airborne once more, even though its engines were totally dead, but before it could crash back into the water, Ron triggered the eject button.",F
5023933,the-spider-catcher.epub.txt,He put a beer in front of her as she glared at him.,F
4454897,faith-harrowby.epub.txt,"""He is a good and just man, and I'm sure we may trust him; but then,"" she added, as her countenance fell, ""how shall I contrive to see him alone?",F
1921675,books-one-to-three-of-the-sons-of-odin-angel-magic-edition-v.epub.txt,"Wil tried to hide his shock, as Hayley patted the male, and scratched the female behind the ears.",F
1863479,the-bible-the-quran-and-science-zealot-the-life-and-times-of.epub.txt,"And recite [and teach] what has been revealed to thee of the Book of thy Lord: none can change His Words, and none wilt thou find as a refuge other than Him.",F
3774097,from-hell-with-love.epub.txt,"""It is an absolute _shame_ ,"" Lucifer stressed the word as he stared at Viné, Belial and Beleth, ""that some of you have decided to hide yourself and your actions in shadows.""",F
1535886,death-burial-resurrection-the-divine-process-of-god-in-human.epub.txt,"Revelation 10:3-4 (KJV)  
3 And cried with a loud voice, as _when_ a lion roareth: and **when he had cried, seven thunders uttered their voices**.",F
1536392,narratorinternational-volume-one.epub.txt,Her shrieks subsided as her head was next enveloped in a smelly white foam.,F
3658974,black-honey-2-the-blac-girl-killer.epub.txt,"The creature roared again as it swept through the cloud, snapping viciously at the smoke as it ran across the chamber for a few yards, made a wide stomping U-turn, and came back.",F
2668987,dont-say-a-word.epub.txt,"Weston responded as he grabbed himself his own cup of coffee, residing to pour only half a cup and doctor it up a bit, after all he didn't need the same wake up that Brooks did.",F
4651663,angels-unawares.epub.txt,"""Tell me about the longing,"" she said, her voice gentle and familiar, as if asking for help with her homework or a ride to dance class.",F
82850,adrians-eagles.epub.txt,Adrian didn't take his eyes from Angela's rigid body as he burnt her.,F
2928568,a-mothers-love.epub.txt,"I would wish he had been taken from me as a babe and raised by the angels, for they would not have allowed him to turn out as he did.",F
5083717,balancers-soul.epub.txt,It felt as if they made it to the cottage in seconds because Sarah's thoughts were going in every direction.,F
4158373,after-the-war-military-dystopian-thriller.epub.txt,"They did dance, talking in between as they socialized.",F
3450893,the-miracle-of-electricity-in-the-body.epub.txt,"but we never think of it because it's all controlled at the less-than-conscious level.62

Thanks to tension receptors on the muscles, such actions as running, walking, opening a door or climbing stairs can be carried out in a smooth, coordinated manner.",F
2394536,pangaea.epub.txt,"Then, just as suddenly as the interruption in the movie had started, the images stopped.",F
2260132,a-different-kind-of-lad.epub.txt,"Created to be perfect, just as man was not?",F
5291113,alien-invasion-and-the-origins-of-mankind.epub.txt,"Bobby turned and took off running as the others followed, all still screaming.",F
2573353,closeburn-crossing-altinor-book-1.epub.txt,"Phorm decides what happens here, as you well know.",F
1070158,atlas-of-creation-volume-2.epub.txt,"In this, the hemoglobin molecule, which serves to carry oxygen in the blood, is damaged as a result of mutation, and undergoes a structural change.",F
3524846,the-trouble-with-being-wicked.epub.txt,"""My company is much in demand, aged to perfection as it is.""",AS
5056109,mustang.epub.txt,"He did, he burst through a door with stairs and Shiloh almost fell down as she scrambled in after him, with the heat of a blaster burn on the back of her arm urging her on.",F
52428,kashaful-haqaiq.epub.txt,"Tenth Proof

He uses the Hadeeth of RasoolAllah (saw), 'My scholars are like the Prophets of Bani Israeel', as his tenth proof of Taqleed.",F
4320191,a-twist-of-eternity.epub.txt,"Then there were the revelations that Venetra had divulged, Jon had already voiced the prospect of A Twist of Eternity as Venetra called the various catastrophes that her race had knowledge of.",F
662535,rhuddlan.epub.txt,His hand hung between them as if he was still giving her the chance to accept it.,F
5531236,the-ruthins-blood-of-changes.epub.txt,He felt as if something was missing and he wished for nightfall so that he could just go out and hunt.,F
5033587,lifters.epub.txt,"He would describe the affliction as a form of hysteria, to which all females were susceptible.",F
3698653,starfire-angels.epub.txt,"It made the Keepers as a way to facilitate communication with our kind, to further its purpose of studying our universe.",F
2399175,the-four-towers-of-alacantar-episode-1.epub.txt,"Tara and Astanshia returned giggling a bit, as they held out two more bows.",F
2946739,narratoraustralia-volume-four.epub.txt,"The reporter moved to an obvious evacuee, Mrs. Roper, as she stood in her dressing gown in an anxious state.",F
1622651,true-valor.epub.txt,"Nic muttered something under his breath as he went down the hall, returning shortly with radio equipment overflowing from his hands.",F
4298261,sceal-sciath-2.epub.txt,She entered the study just as Shane was shutting the door from pulling in the breakfast cart.,F
4961570,through-the-bible-with-les-feldick-book-11.epub.txt,"Revelation 6:2

""...and a crown was given unto him:...""

The world is going to recognize him as their leader.",F
2311870,aacr-2016-abstracts-1-2696.epub.txt,"Importantly, considering CT-RT+cetuximab treatment and EGFR tumoral expression (N=21), patients with EGFR 3+ status and high ADCC showed an improved OS as compared to patients with ADCC below median value, HR=0.09031 (95% CI, 0.009983 to 0.8170), p=0.032 (Long-rank Mantel-Cox Test).",F
3060623,barren.epub.txt,Mackenzie and the others lurched to a halt as the soldiers all froze and the truck hit the brakes.,F
3038067,jellyfish.epub.txt,Vargas didn't go pale so much as he turned grey.,F
3161764,a-world-within.epub.txt,Daniel and Meineke tried to compose their giggling as though a private joke had just been shared between them at her expense.,F
3130790,global-goals-national-actions-making-the-post-2015-developme.epub.txt,"Apart from focusing on social indicators, such as access to water and sanitation services, the MDGs were largely silent on critical and 21st infrastructure needs, which are equally necessary as they add value to social amenities (henceforth termed basic infrastructure).",F
5528079,twisted-all-to-hell.epub.txt,The two hawks on his knees eyed the tasty morsel inside Harvey's open mouth as he screamed and took turns ripping his tongue out to consume it.,F
4741795,rex.epub.txt,I bit the inside of my lip and leaned to the side as Roya slowly made his way into the room.,F
2686749,and-i-need-you-now-tonight.epub.txt,The cold surface of the stone and the support helped her not to fall into a swoon again though she felt sick and unwell.,F
4528044,dear-mr-putin-jehovahs-witnesses-write-russia-extremism-free.epub.txt,Lands with Limited Resources' have been recipients of donations so as to build therein places of worship that would be beyond their means otherwise.,F
4807649,how-gods-bleed.epub.txt,"Now seeing the destruction his battle had caused within the valley a dark thought entered his mind, _had Imbaka been caught in the path of destruction?_ His mind now raced as he looked in every direction and yet he could see no sign of her.",F
484282,boxtown.epub.txt,"When premier Hong accidentally set free 108 demons, they were unleashed upon our doorsteps as The Party.",F
2958914,kemamonit.epub.txt,I said as I stared at papyrus.,F
4880940,dont-speak-spanish-just-three-words-and-their-harmful-impact.epub.txt,"With the use of Spanish and English, along with knowledge of Latino sociocultural dynamics, I was able to get inside the community's culture—rather than looking at it as an outside observer.",F
