sentence,PiPP,source
chorst said as he walked across the plank that led to the hatch to get a better look inside .,0,bookcorpus
"bye , thank you , she says softly as she hands me change that looks like it has passed through someones digestive system .",0,bookcorpus
"marco grits his teeth as if this is hurting him too , and he pushes farther and farther , all the way into me 'til there is no space left between us .",0,bookcorpus
"she was not the only one , of course , but her position provided her with many advantages , as well as greatly increased risk should her efforts be discovered .",0,bookcorpus
toni said nothing but smiled as she imagined what byron might be like as a man .,0,bookcorpus
"at least as normal as this world ever is , nora said dryly .",0,bookcorpus
the soft floor of the bouncy-house warped beneath me as i migrated closer to the boy whose heart was about to break .,0,bookcorpus
my headache throbbed as i listened in knowing she was talking about me .,0,bookcorpus
"he 'd come upon us talking at your wedding reception , and heard me refer to him as a barrington family servant so he refused to believe i could be in love with him if he was n't rich .",0,bookcorpus
"a soft , `` easy now , hold still , '' a short , `` yip '' , and a sudden jump as the dog got her feet under her and it was over .",0,bookcorpus
"he had his head cocked to one side , the one ear turned toward ty , and a small smile played on his lips as ty talked about something there was no way zane knew anything about , since it was an old line from their recon days .",0,bookcorpus
"she 'd expected some condemnation , some irritation , or some form of protest against her sitting beside braith , but she saw only curiosity and some sadness as she looked around the table at `` the council '' as they had dubbed themselves .",0,bookcorpus
finally it was gone and she could see the church as it was .,0,bookcorpus
"`` fallon jones keeps saying that this situation , at least as far as you and i are concerned , is under control .",0,bookcorpus
somehow she 'd make it look as if they 'd kil ed each other and then she 'd walk away and be done with them both .,0,bookcorpus
"and , as much as i wish i would be wrong in this , i have not been so far . ''",0,bookcorpus
it looked as if the whole face of the mountain was coming apart .,0,bookcorpus
stalling thought as he struggled to look directly at his unconscious childhood friend .,0,bookcorpus
"especially if i followed the logic of my current situation to completion , because that told me that as much as i was in their heads , they were in mine .",0,bookcorpus
"it 's deirdre 's , same as it was antha 's and stella 's .",0,bookcorpus
the word commitment might as well be stamped across her forehead .,0,bookcorpus
"doctor , i can assure you my skills as a surgeon are more than adequate .",0,bookcorpus
"sir paul reminds me of a kindly grandfather , eyes twinkling as he looks at me .",0,bookcorpus
case could see tiny legs fling out sideways as if the fox was surprised to find itself in halves and sliding down a shovel blade into a bag .,0,bookcorpus
robert asks as he looks to me .,0,bookcorpus
"just as i was about to speak , to apologize for my behavior last night , we reached the school lot and she parked , shut off the car , and opened her door , all in practically one move .",0,bookcorpus
stephens lower jaw dropped as he looked at judy who had removed her glasses .,0,bookcorpus
"he said , leaving the door open as he moved forward and looked soul up and down .",0,bookcorpus
"my gaze ran down kisten 's clenched jaw to his strong shoulders , then lingered on his hands gripping the wheel as if he was trying to squeeze the iron out of it .",0,bookcorpus
"just as i feel myself edging back toward the heights of bliss , i push declan 's shoulders , urging him onto his back .",0,bookcorpus
i felt as though i were drawing his soul into me along with his blood .,0,bookcorpus
i note as i let the interlocking factual pattern of this miserable little world flow through me that this is one of those setups with matter-energy equivalence . '',0,bookcorpus
"as long as there are women who love men , in whatever way , ydris will love men , too .",0,bookcorpus
"`` not dressed as you are now , anyway . ''",0,bookcorpus
"i think it was nicky , but it was as if the world were drowning in the thick musk of it .",0,bookcorpus
`` the red blood that pulses though my veins is the answer and the problem . '',0,bookcorpus
"just as he was about to get up and leave , he heard the hum of an electric motor behind the gate .",0,bookcorpus
"the day jon said goodbye to his father , the day he watched them lower that shiny black box into the earth that was the day he made his mind up about what hed do , just as soon as he was old enough .",0,bookcorpus
"and yet , because of blasted nefri he was forced to treat her as if she were more than a source of blood for his feeding .",0,bookcorpus
"he was exhausted , emotionally as well as physically as was i , so there were no arguments coming from me .",0,bookcorpus
"i almost hit him again on principle , but i stepped away from him and let bray feel as though she was pulling me back .",0,bookcorpus
"i had animosity toward my sister and knew that as long as she was with stosh , i could n't be around them .",0,bookcorpus
their shapes were hard and brittle as heaps of them were burned so badly that they resembled charcoal .,0,bookcorpus
"fine , well be there as soon as were finished looking through these papers .",0,bookcorpus
this worried louie as he felt he might let lulu down by saying something stupid in the nervousness of the moment at the wedding .,0,bookcorpus
no man had ever looked at her as if she was a dessert and they wanted to feast .,0,bookcorpus
"i leave it to slam behind me as i fly down the stairs to where music is pounding for a sophomore , mark 's , birthday party , and grab a bottle of beer from the fridge .",0,bookcorpus
she swiped at the tears in her eyes as if they were unwanted ants at a picnic and refused to meet his gaze .,0,bookcorpus
"raising my head , i met natalie 's face as she took in the scene , her eyes wide as she apprised the crying mess i was .",0,bookcorpus
"it was n't as though the dispatch he was carrying was urgent ; he 'd seen it written , and it contained nothing more than an invitation for general von knyphausen to join general clinton for supper at an inn with a reputation for good pork .",0,bookcorpus
"ellie glanced at him , frowning slightly as she saw the incredulity in his expression , quickly followed by the narrowing of his eyes as he continued to look at his mother guardedly .",0,bookcorpus
"and with his blood burning in me as if it was mine , his strength wholly mine , and his power wholly mine , burning into me the ugly , beautiful truth of his existence , he asked me to be his scion .",0,bookcorpus
"i remembered our time at the cabin , lying together in the loft as snow fell outside and thinking that i could never be happier than i was at that moment .",0,bookcorpus
"`` shut up , '' i barked as i looked at the car in front of us to assess the damage but i could n't tell anything from inside the car .",0,bookcorpus
perhaps it was as well if brianna 's child was not of this man 's blood .,0,bookcorpus
"`` you sure as hell showed those oranges who was boss , '' ty said , though the pride in his voice was easy for zane to hear .",0,bookcorpus
so why was she suddenly feeling as if she was no longer alone ?,0,bookcorpus
you stay clear of her and her family for all eternity and remain as you are .,0,bookcorpus
"its as much engineering as it is artwork , thought miles as he watched the little car roll past the fireworks display at the top , turn to the right slightly , and start to descend again .",0,bookcorpus
"`` hang on a minute , '' she said into my ear then i heard her shouting to dane and kate as i looked at joe who was lying on his back , watching me talk to my daughter .",0,bookcorpus
"he didnt think he could do much better than to try and understand as well as follow in the footsteps of a teacher whose message was one of pure love , a servants heart , and a life of sacrifice for others , a teacher whose words not only bespoke universal love , but whose actions consistently demonstrated the sincerity of those words .",0,bookcorpus
"you can never be too careful at night , elliot replied as he looked around .",0,bookcorpus
it was at least twice as much as i 'd seen her wielding when we were in the dream together before .,0,bookcorpus
monique 's lips pursed together as she looked over at me .,0,bookcorpus
"i asked , as soon as we were alone .",0,bookcorpus
"bryson pinches his lips together , taking me in as if i was dessert , but he does n't answer the question .",0,bookcorpus
"he continued to the table , grabbed the iron rods from the bottom shelf and moved back to the fire and i decided not to share the state of my appetite seeing as he was wet , he looked ( still ) angry and he 'd gone out to kill a couple furry critters so we would n't starve to death in a cave .",0,bookcorpus
cold laser technology was my choice as the next direction that should be investigated .,0,bookcorpus
`` the light appears to be a combination of single spectral lines ... '' jack said as he looked at the display of an enormous machine covered in dials and levers .,0,bookcorpus
jas seemed to become more and more fond of his new pet as he spent time figuring out more and more games to play with misty and mathen was amazed on how'normal ' he seemed .,0,bookcorpus
"the final prepping had begun , as she was bathed , manicured , coiffed , made up , and finally adorned with her costume , such as it was .",0,bookcorpus
"as far as they were concerned , humans were another kind of meat , and the only difference between people and deer was that people invented and manufactured products that at least some of the others enjoyed having .",0,bookcorpus
sometimes it was the full monte as it was now .,0,bookcorpus
"i took it automatically , my head spinning as i tried to process what he was saying .",0,bookcorpus
"i braced myself for a collision ; i had no doubt that in a vehicle as fast and heavy as these modern monstrosities an accident would be even more distressing than a collision involving carriages and horses had been - and i had seen one once , in the past - it was not a pretty sight .",0,bookcorpus
they looked at me in an innocent and surprised way as though i was cutting short a vitally important assignment and i noticed a newly painted desk and a filing cabinet disappearing onto the back of the truck .,0,bookcorpus
why would you think that you 're not good enough for him exactly as you are ?,0,bookcorpus
then as i was walking away i felt it necessary to let the whole world know how much of a prick he was .,0,bookcorpus
and each broken shell was as white as the sun there were worms inside and the worms were cold and the worms were blind and they crawled in my ears and i was hopeless fearless laughing .,0,bookcorpus
"her face took on an expression of grim determination , her eyes narrowing as she looked at rob , and even i was a little intimidated by her at this point .",0,bookcorpus
evvies eyes dance as she wonders where she is supposed to go .,0,bookcorpus
he saw her flesh only as something that needed to be saved in order to accomplish the mission .,0,bookcorpus
"except , to me , he was cute as can be .",0,bookcorpus
i said as if it were the most scandalous thing in the world .,0,bookcorpus
the other townspeople - men and women he had lived with sharing air and water and sorrow and rage - avoided the spectacle of his departure as if his guilt were an illness they might catch .,0,bookcorpus
"but what could she do to -- she heard the kennel gate open , and the dogs started barking as gnat looked up , afraid goga had seen her spying on him , and would enter to punish her .",0,bookcorpus
"her hands , which had been wanting to touch him , feel him earlier , wrapped around his neck , holding him close as her mouth was ravaged by his .",0,bookcorpus
said lea as she looked at the mat .,0,bookcorpus
"and he had never been so scorching hot as he was at this very moment , his entire being bared to her .",0,bookcorpus
"as much as i wanted to feel that tingling , only-us-in-the-world sensation again , right now the atmosphere just wasnt right .",0,bookcorpus
- and it 's funny to watch his eyes widen as he becomes aware of the recent changes neither of us has yet felt the need to inform him of .,0,bookcorpus
"i can only ask though he seems cross of late , and i dont understand the reason .",0,bookcorpus
he looked as stunned by his girl 's beauty as i was .,0,bookcorpus
"~ ~ ~ as soon as i was strapped into my seat , mack had us cleared for takeoff , down the runway , and into the air .",0,bookcorpus
"`` so as the master of the web are they dancing from your merry lead , your army of sorts ? ''",0,bookcorpus
he sure as hell was n't going to hurt her .,0,bookcorpus
"ready for him , just as he was ready for her .",0,bookcorpus
"like asparagus and fish , it 's not really as good for you as everyone says it is .",0,bookcorpus
"chairs scraped against the wooden floor as they were pushed back in a hurry , everybody rushing to get to their feet .",0,bookcorpus
just as i was going to ask joshua if he minded if i retired for the evening he grabbed me around the waist and pinned me against the wall with his hard body .,0,bookcorpus
"just as becky was about to leave , gramy graham pulled her back and uncharacteristically enveloped becky in a bear hug .",0,bookcorpus
wesley took a deep breath as he remembered how terrified he was when he heard them talking about him .,0,bookcorpus
"frankly , we were relieved because as we were unpacking , we were all consciously aware of his stare .",0,bookcorpus
i place my hand on the car door 's handle but hesitate before pulling it as i turn back to look at the plantation house where i left my best friend with the task of rescuing avery .,0,bookcorpus
i had to reach around him to get it open and almost got lost in the endless darkness of his eyes as he looked down at me .,0,bookcorpus
"horrified , i watched as she tried to pull herself out of the reaper 's grasp and straighten up so she could battle the other two who were charging at her .",0,bookcorpus
"as it was , i continued to feel that i 'd been treated unfairly , talked down to as if i were a child .",0,bookcorpus
dimitri and nathaniel are already nodding and walking back inside as if the matter is closed .,0,bookcorpus
"alec looked up at magnus , and his lips parted as if he was going to speak .",0,bookcorpus
his body stretched across the frame as if he was prepared to guard the doorway if cale attempted to enter .,0,bookcorpus
`` my mother and i skinned my father and hung him up as meat for the hell hounds while he was still alive .,0,bookcorpus
"i ducked as i stepped onto the shuttle , grasping the edge of the door as i looked at him .",0,bookcorpus
"in his mind , nick saw himself as he wanted to be .",0,bookcorpus
"outside , the storm continued to howl , but we were about as safe as it was possible to be .",0,bookcorpus
"this book would suck her back to a simpler era , but would provide a complex world of the heart , allow her to focus on the things that really matter in any era even if the stories of these characters were not as real as those that haunted her aged city they were still written by a real person , pulled from some real persons heart , drawn from a reality that virginia wanted to drink in and savor the taste of .",0,bookcorpus
the prince paused as he saw something of interest in the missive that was not related to the present discussion .,0,bookcorpus
"`` it 's okay , '' i said as i held her elbows and looked her in the face .",0,bookcorpus
the dream fell apart as if it were made of melting frost on the panes .,0,bookcorpus
maybe she should 've thrown caution to the winds as soon as they hit arizona and taken whatever nate was willing to offer .,0,bookcorpus
i couldnt be any less as you are my heart .,0,bookcorpus
`` oh my ... '' abby 's mouth hung open as she stared at the two identical babies as though they were aliens from another planet .,0,bookcorpus
"he felt his memory of the green lady and all her promised descendants and all the issues which had occupied him ever since he came to perelandra rapidly fading from his mind , as a dream fades when we wake , or as if it were shouldered aside by a whole world of interests and emotions to which he could give no name .",0,bookcorpus
"chloe realized it was just as well that she was naked with chase on the bed as she confessed her innermost thoughts , her final secrets .",0,bookcorpus
"as soon as all the doomsday brethren are dead , then i can kill you .",0,bookcorpus
ro opened her eyes and met blakes pensive stare as the sound of something else breaking was heard from within devons apartment .,0,bookcorpus
"* * * * * * * * * * * * * it was monday morning and sam had no choice but to plug the phone back into the wall.as soon as it was reconnected , it began to ring.sam just looked at it and began to laugh.he would not have been surprised if it had been ringing the entire time it was unplugged.his wife got it on the fourth ring .",0,bookcorpus
"`` the thing to do , '' maggie walsh said , `` is to ask mr. tallchief to word the prayer , inasmuch as he was so successful in his recent previous prayer .",0,bookcorpus
watching the fire they had started they also listened to the early sounds of civil war erupt just as they had planned and they looked at each other very pleased as everything except the size of the blast was going as planned .,0,bookcorpus
it was as though she was afraid i 'd burst into tears and fall to the ground .,0,bookcorpus
"when i explained it was from latin , ligare , connect , re-connect , he laughed as if i hadnt the slightest idea what i was talking about .",0,bookcorpus
"as soon as he was through , creed slammed the door behind him .",0,bookcorpus
they werent as chatty with each other as they normally were though .,0,bookcorpus
"his wolf was growling and pacing , just as anxious and fretful as trey was .",0,bookcorpus
"feeling much as she had with her mother , as soon as they were in the car , anna said , `` i 'm really sorry i did n't tell you about cole . ''",0,bookcorpus
"`` to sign your first contract with , '' he said , his voice sounding as lame as he felt .",0,bookcorpus
he opened his eyes and felt as if he was flying .,0,bookcorpus
she felt as if she were in a movie as she rushed toward the man she loved .,0,bookcorpus
"`` i thought you might enjoy such fare , '' iscariot said as the tray was placed next to tommy on a side table .",0,bookcorpus
his gruff exterior gave way to a broad smile as he looked through the diner window .,0,bookcorpus
"well , what could she expect when a man such as he was faced with competition ?",0,bookcorpus
i flicked the lighter and laughed to myself as i thought about the day claire told me i did n't care about my health and asked me if i was too weak to stop smoking .,0,bookcorpus
i waved and said thanks as i looked for another cup of coffee .,0,bookcorpus
"before us , the lincoln crept through the security gate , taillights flashing as they took a left turn and were gone .",0,bookcorpus
"scarlett was nervous enough as it was , she didnt need her grandmother freaking her out even more .",0,bookcorpus
"he forced himself to think of better days and his thoughts turned to the time he was driving through the vendean bocage , then to the time he observed a lapis sea shining beyond emerald meadows in the maritime provinces , the west side of cape breton to be precise ; now he found the blue waters of superior barely perceptible blocked as they were by all the evergreens ; this canadian wilderness recalled to sergio 's mind odysseys in former days .",0,bookcorpus
"`` i do n't need al 's help to squish a bug like you , '' i said , teeth gritted as i attempted to figure out where he was by his voice .",0,bookcorpus
almost as if we were in on a joke together .,0,bookcorpus
fiona froze as he rattled off all the things he thought were wrong with her .,0,bookcorpus
i got to see nalizar-dreamy as he is-but i was also forced to think about the melee . '',0,bookcorpus
unfortunately he was as young and unskilled as gol had been telling him he was .,0,bookcorpus
just as she was doing now .,0,bookcorpus
as soon as she is outside she is feeling all kinds of mixed emotions .,0,bookcorpus
"with someone you like that much , the lows are as low as the highs are high .",0,bookcorpus
black specks flooded the venture capitalists field of vision as the demons of his rage begged to be set free .,0,bookcorpus
there had been so many blows as he was interrogated by merjack that he could barely recall which one had caused what injury .,0,bookcorpus
"it occurred to him that amanda was as stealthy he was , because he had lost sight her .",0,bookcorpus
"the mind-transfer experiment worked only too well : i spent three years in a coma , locked inside the memories of the dead loric , living through her happiest and most painful moments as if they were my own .",0,bookcorpus
"considering that , she might as well be in a dungeon where she was fed maggot-infested bread .",0,bookcorpus
"`` well , hell , i might as well be honest .",0,bookcorpus
"he kissed her as if he was dying , and only she held the cure .",0,bookcorpus
reminding her she 'd never get it as good anywhere else as she was already getting with him .,0,bookcorpus
you 've been with me too long already as it is . '',0,bookcorpus
he had n't decided if this sovereign truly meant him ill or if cronus was as confused about the lords of the underworld as they were about the gods .,0,bookcorpus
the christmas bread stuck in cass 's throat as she recognized bud for the complex man he was .,0,bookcorpus
his cheeks tingle and his throat dries as he smells lemon grass and garlic .,0,bookcorpus
she was on edge enough that she might very well bolt as far and as fast as she could go if he so much as looked at her wrong .,0,bookcorpus
`` but you 're good and it 's got half as much to do with my training as it does with who you are .,0,bookcorpus
the speechmaker looked as though he was about to continue his rant but as he glanced around he could only see goofy faces smiling back at him and he knew that it was no use .,0,bookcorpus
"but hard as regina was to like , peyton tried to treat her as cordially as possible .",0,bookcorpus
"she just accepts him as he is ; she tries to improve him , but even if he does n't improve c and he wo n't c she loves him anyhow .",0,bookcorpus
"she was brash and clever , and a little sardonic , as if she were as weary of the world as he was .",0,bookcorpus
"`` i 've got a truck hidden in an outbuilding up ahead , '' he said , his voice a mere whisper as he looked at her .",0,bookcorpus
"on no account would i consider trading reece , but we will make it appear as though that is what we are doing .",0,bookcorpus
"with a tiny shrug , she threw off the thick leather and metal straps , snapping them easily as if they were no more than gossamer silk .",0,bookcorpus
"fred said sarcastically as he crossed his arms and looked back at jim ( fred seemed the intentional goober , jim thought ) .",0,bookcorpus
"as well as discovering that he was a great confidant , i 'd also discovered that he was n't as terrible at school as he 'd made out .",0,bookcorpus
"she had the kindest eyes , a blue that seemed to suddenly turn gray as if life was draining out of them .",0,bookcorpus
"gabriel measured the bow with his eyes and came to the conclusion that someone who was either slightly handicapped ( no disrespect intended ) , or perhaps who had very large hands and lacked the fine motor skills of someone who was gifted with manual dexterity ( such as himself ) , had tied the bow , such as it was .",0,bookcorpus
"suddenly , shock was in her head again , crashing through her skull as if he was looking for answers with a machete .",0,bookcorpus
i am not quite as old as i appear .,0,bookcorpus
"no sound escaped her , not even the smallest squeak ; she was as incapable of sound as she was of thought .",0,bookcorpus
"`` so long as the harrying is done , what does it matter ?",0,bookcorpus
"not as she was working on some lsat questions , but as she was thinking about the day before .",0,bookcorpus
i think thats because theyve somehow linked us to this raj guythis donour biggest shareholder all of their thoughts were validated all at once as they looked at each other and realized that everyone felt the same and it was a relief that someone finally spelled it out .,0,bookcorpus
"his legs were moving so quickly , it was as if he were no longer in control and instead was operating on pure reflexes .",0,bookcorpus
"wanton gave the impression he was strolling away , smugly humming a tune as the sound of two running baths began .",0,bookcorpus
"he vanquished his smile as his manner became grave and then he said , a plague has come upon my kingdom .",0,bookcorpus
it 's just as mr. sunshine on the inside as it is on the outside .,0,bookcorpus
"she rubbed her arms in agitation as if to bring a surge of warmth back to them and looked at her sister on her couch , sleeping peacefully .",0,bookcorpus
`` i-i 'm '' she did n't get to finish her sentence as she was slapped a second time .,0,bookcorpus
i smiled and hoped that i did n't look as bad as i felt .,0,bookcorpus
"she cleared some of the soot from the wood , and as she revealed the woman underneath , she felt as if aethelfleda looked different to her now than she had before .",0,bookcorpus
"autoc did n't need to tell her the forest was a source of power , as was all space around her , because as her senses became attuned to the ambros around her , she knew that for herself .",0,bookcorpus
"jial fluttered her wings , drawing attention to them as if it were quite obvious that such a magnificent feature could easily be created by computers and pixel generation .",0,bookcorpus
"cut the crap , vincent , i order as i become increasingly more bold .",0,bookcorpus
calvin kneeled next to the water as though he was ready to jump in .,0,bookcorpus
"he wanted to be joined to her , to feel her , to feel all her external sensations as she would feel his .",0,bookcorpus
"the pain began as she felt him hammering against her shields , the sound like a sledgehammer striking against an enormous brass bell .",0,bookcorpus
chase pressed his lips together as if he were trying to keep from crying .,0,bookcorpus
"although it was just as dark as before , now she could see everything as well as if it were midday .",0,bookcorpus
william kissed her neck as her body was flung into a whirlwind of sensation .,0,bookcorpus
"yes , she heard the birds singing as if there was no tomorrow .",0,bookcorpus
"true as that was , lorie was glad sven was still there , looking ridiculous as ever , pants-less and bending over to rub his ankle where the zombie hand had been .",0,bookcorpus
"`` i 'm fine , '' i managed to choke out to abby though we both knew i was lying .",0,bookcorpus
everything was as he liked his haven to be .,0,bookcorpus
"an explosive sense of force-a feeling of power-ran through his chest and stomach , then raced down his legs all the way to the tips of his toes , at the same time it rocketed upward into his head , threatening to blow off the top of his skull as if it were the thin concrete roof of a missile silo , he could see rays of light , as gray as electrified fog , smoking out from between his fingers .",0,bookcorpus
"she was informed as to where all of the guns were hidden for protection , trained on how to use them and she was ready to take on her ranch duties alone .",0,bookcorpus
`` why do i feel as if the mood for play is lost ? '',0,bookcorpus
"after reuben weakened his gift so that the boom felt more like a slap , i let him practice on damien seen as he was being a lazy little sod .",0,bookcorpus
"since he was one of the two males in the entire history of the blood to wear a black jewel , he was as lethal as he was beautiful .",0,bookcorpus
all i could hear was his voice as he tied me up and told me he was going to break me .,0,bookcorpus
he and my mother-it was as though they were joined at the hip .,0,bookcorpus
"he acted as if he were just going to throw it open , but then pretended to hesitate and knocked instead .",0,bookcorpus
sam looked at them as they wrapped their wings around themselves and seemed to cocoon into the ceiling .,0,bookcorpus
"aggravated by his successful retreat , the princess drops to a knee , the mental stress of summoning successive light arrows proving too much for her to bear as the entity of divine power is reabsorbed into her hand .",0,bookcorpus
"as soon as i was safely ensconced in my room , i leaned back against my door and concentrated on breathing .",0,bookcorpus
the truth of the matter though was that it was he who was beyond reach down here .,0,bookcorpus
"there were only twelve or fourteen other people in the whole place , mostly along the perimeter , but delaney felt as if they were all staring at her .",0,bookcorpus
a smile came over me as i looked at it in the viewer .,0,bookcorpus
i closed my eyes as i moved my hands up and down her body while i dreamed i was dancing with someone else .,0,bookcorpus
rafe waved his hand in the air as he turned to look at a poster on the wall .,0,bookcorpus
she had told him to meet her in the northern library as if he remembered where the northern library was .,0,bookcorpus
"he was in an immense amount of pain , it felt as though at least three of his ribs were cracked , and it took all of his will power to move his left shoulder without losing consciousness .",0,bookcorpus
"i heard their voices below , low-pitched and somber like mourners in a death house , and that made me angry , for them to behave as if the doctor were already lost .",0,bookcorpus
"he told me i was on the right track as far as he was concerned , which made absolutely no sense .",0,bookcorpus
he 'd spent way too many hours watching those corny tv shows as a kid where dad was there with mom .,0,bookcorpus
canada 's reputation as a haven for dodgers of various sorts could n't be expected to extend to federal law enforcement officers who went absent without leave .,0,bookcorpus
it seemed as though the symbol above the entrance was a red herring .,0,bookcorpus
"wide-eyed and open mouthed , she blinked a few times as if she were trying to believe that what she was seeing was real .",0,bookcorpus
the bobbittization was soon the least of brad 's worries as a considerable amount of blood was lost .,0,bookcorpus
"`` as soon as i knew i was moving here , i wrote ahead and asked ms. nakamoto to send me the music , '' he explained .",0,bookcorpus
ty looked down at himself and then back up at zane with a sniff as he realized what zane was blathering about .,0,bookcorpus
"`` poor aimee , '' maggie said as she took marvin to see where his food and water were kept on the kitchen counter .",0,bookcorpus
i 'd never felt anything as good as driving into her throat while she was completely unable to stop me .,0,bookcorpus
wila approached the first line of her new army and he watched with great pride as she touched the shoulder of an angel and felt the electric shock of the contact through the bond that they shared .,0,bookcorpus
"she had some addictions , and the only reason they lasted with her as long as they did was because preston sacrificed everything to take care of them .",0,bookcorpus
"he slid up onto it and instead of pulling an additional one up for me , he positioned us as many couples throughout the warehouse were , with me on his lap .",0,bookcorpus
one in a gritty low bass drum and the other high pitched mice-squeak as my body swiftly swings around the tight corner and acutely see that capri is crying and argus is pretending to care .,0,bookcorpus
she stared at him as if he were a stranger until he lowered his arm .,0,bookcorpus
"i know you feel as though your life is baseball , but the reality is your life is so much more than just your chosen profession .",0,bookcorpus
patrick stopped her in the garden just as she was about to hit the path to the beach and handed her an envelopehe said it was from kim .,0,bookcorpus
"danii was aware of other immortal competitions with outrageous prizes , as well as those extensive lore bazaars where magics were peddled .",0,bookcorpus
"for the first time , i really felt as if we were from different worlds .",0,bookcorpus
"to richard , it seemed as if he were really saying , please do n't sue me .",0,bookcorpus
"the jury followed his movements as if he were about to share something pertinent with paul verize , some vital information that they needed to know .",0,bookcorpus
"`` she ... '' i shook my head , at a loss as to how to explain what was up with her .",0,bookcorpus
"they all were mated to our kind , tanner replied as if he were speaking to dimwitted child .",0,bookcorpus
"with each step past their house i took , my body felt as if it were shrinking .",0,bookcorpus
it begged the question as to whether evan was as unaffected as he 'd reported .,0,bookcorpus
"she asked me , and her voice was on the verge of breaking as she turned her head to look towards the door , is that my girl there ?",0,bookcorpus
"it seems fair to me , ' dolmant said , smiling benignly at sparhawk , who was gaping at the two of them as he was traded off like a side of beef .",0,bookcorpus
"a halloween vendetta as i was heading home from church on the sunday before halloween , lenny grabbed me .",0,bookcorpus
"when jeremy had done as he was told , daniel gave a sudden violent jerk on the sinew and the broken tooth came flying out of jeremy 's mouth , striking the roof of the cave .",0,bookcorpus
it aint as easy as it looks .,0,bookcorpus
mayank had a hearty laugh as he knew it too well that to whom it was directed .,0,bookcorpus
`` do n't miss this chance to see if someone as wonderful as joe might be the right man for you . '',0,bookcorpus
a wave of blinding light poured into the cell as the door was suddenly ripped from its hinges .,0,bookcorpus
"because he wants to be with me forever , as much as i want to be with him forever .",0,bookcorpus
"that is , the containeri 'll describe this shortlywas designed to hold pressure internally , but not externally , and so the extraction could be successful as long as the container would n't be exposed to the vast ocean of degenerate matter for more than a few seconds .",0,bookcorpus
"he could handle a small coach when riding the winds , but using craft and power to hold one steady as it skimmed above the road was an untested skill .",0,bookcorpus
he reached for her as she was about to collapse and she crumpled into his arms .,0,bookcorpus
`` i never realized that someone as beautiful as you could look so good behind a desk . '',0,bookcorpus
"she thought about the lawyer , bjurman , who was still her guardian and who , at least for the time being , had been neutralised and was doing as he was told .",0,bookcorpus
"just as we were going to look at the backyard , annie announced that dinner was ready .",0,bookcorpus
"they were already worked into a dizzying frenzy , and xakanic appeared just as pleased with his own verbosity as he was in the effect his words had on the throng .",0,bookcorpus
"unlike the other wolves , she always drove to the club as she was constantly on call in case someone from her pack needed healing .",0,bookcorpus
"eddie thought the gunslinger looked bad - as bad as he 'd looked before the first abbreviated round of keflex , maybe a trifle worse .",0,bookcorpus
it was all money being wasted as far as she was concerned .,0,bookcorpus
i 'm not really looking at it so much as i 'm trying to decide whether giving her the third degree is ethical when the agreement i have with william is to walk away at the end of the night .,0,bookcorpus
it was as though a curtain had come down in front of her eyes and she was seeing everything through a red haze .,0,bookcorpus
"bjorn jerked , chest heaving , holding her as tightly as if she were a life rope .",0,bookcorpus
"he nearly bowled her over to get inside when she opened the door , but then he hid behind it and out of sight of the windows as though he were afraid that someone might see him .",0,bookcorpus
just like that time with ... '' he didnt finish his sentence as his head was loosened from his shoulders .,0,bookcorpus
i asked as she turned to look at me .,0,bookcorpus
"he obliges , watching me closely as if he now understands that i need to be in control .",0,bookcorpus
i inquire with my kitty-cat curiosity as she magically appears over the hilltop going around the soggy mud creek since she learned the first time like me as i finish dressing my feet jogging in the middle of the grass holding both arms in a v pattern for her to approach me .,0,bookcorpus
"we were each doing what was needed to make sure that when the day came and we could finally walk side by side into that future we wanted , we were doing it as the best people we could be .",0,bookcorpus
"at the post office i chose the shortest line , and immediately as i arrived in the line the clerk at the counter went into the back room to find stamps for the customer he was serving .",0,bookcorpus
that cat would as soon dismember you as look at you . '',0,bookcorpus
"marquand had come to the corporation by a route common to corporate-security directors of international businesses : he had spent time in the french infantry , was forced out for wild behavior and joined the french foreign legion , later moving to the u.s. '' where he 'd worked as a strikebreaker for a mining company before he was hired to do corporate security for a multinational firm .",0,bookcorpus
"of course now that he thought about it , that latest aftershock may have put her as on edge as he was .",0,bookcorpus
"thanks again man , peter said as he brought his bowl over to where the rest of the dirty looking dishes were .",0,bookcorpus
and he eyed her as if she were the lowest life-form on the planet .,0,bookcorpus
"whether it was a simply matter of keeping to the southern face of a great rock , so the enemy could not swing their right arms without exposing themselves to attack , or taking up positions such that a small number of men could encircle a greater host and rain down arrows upon them , the rebels did as they were told , and made such a slaughter that it seemed the swamp itself was wounded and bleeding .",0,bookcorpus
"pollard looked as if he was about to speak , but said nothing .",0,bookcorpus
"it was as if ghost children were swinging on them , pumping their invisible legs .",0,bookcorpus
"although as i think about how small the sleeping bag is , i 'm probably not going to get much sleep tonight .",0,bookcorpus
"she 'd been dreading the moment she 'd have to face him and his wife almost as much as the moment when she might be confronted by kevin , derek or her other ra**sts .",0,bookcorpus
"do n't make me laugh , but yes , i 'm hard as a rock and i ca n't wait to be inside you .",0,bookcorpus
she was as likely to sprout daisies out of her ears as she was to magically open some mystical door .,0,bookcorpus
"deep-set worry lines stacked her brow and held her mouth in parentheses , and her shoulders were hunched as if she were not merely old , but straining under some monumental burden ; the weight of all our desperate hope piling down on her .",0,bookcorpus
